"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GPSC15_reference","GPSC17_reference","GPSC22_reference","GPSC25_reference","GPSC26_reference","GPSC32_reference","GPSC34_reference","GPSC37_reference","GPSC3_reference","GPSC4_reference","GPSC5_reference","GPSC8_reference","JYGP01","NC_017592"
"group_3565","","hypothetical protein","1","1","1","1","3400","1","310","","314","314","314","","","","","","","","","","","","","JYGP01_00104",""
"group_3566","","hypothetical protein","1","1","1","1","3401","1","309","","434","434","434","","","","","","","","","","","","","JYGP01_00105",""
"group_3567","hsdM_1","Type I restriction enzyme EcoKI M protein","1","1","1","1","3402","1","308","","1607","1607","1607","","","","","","","","","","","","","JYGP01_00106",""
"group_3568","","hypothetical protein","1","1","1","1","3403","1","307","","1136","1136","1136","","","","","","","","","","","","","JYGP01_00107",""
"group_3569","","hypothetical protein","1","1","1","1","3404","1","306","","3134","3134","3134","","","","","","","","","","","","","JYGP01_00108",""
"group_3570","","hypothetical protein","1","1","1","1","3405","1","305","","1835","1835","1835","","","","","","","","","","","","","JYGP01_00109",""
"group_3571","","hypothetical protein","1","1","1","1","3406","1","304","","2870","2870","2870","","","","","","","","","","","","","JYGP01_00110",""
"group_3572","","hypothetical protein","1","1","1","1","3407","1","303","","788","788","788","","","","","","","","","","","","","JYGP01_00111",""
"group_3573","","hypothetical protein","1","1","1","1","3398","1","282","","248","248","248","","","","","","","","","","","","","JYGP01_00113",""
"group_3574","","hypothetical protein","1","1","1","1","3396","1","280","","605","605","605","","","","","","","","","","","","","JYGP01_00115",""
"group_3575","","hypothetical protein","1","1","1","1","3393","1","276","","449","449","449","","","","","","","","","","","","","JYGP01_00118",""
"group_3576","","hypothetical protein","1","1","1","1","3423","1","275","","1415","1415","1415","","","","","","","","","","","","","JYGP01_00119",""
"cadC","","Cadmium resistance transcriptional regulatory protein CadC","1","1","1","1","3424","1","274","","338","338","338","","","","","","","","","","","","","JYGP01_00120",""
"group_3578","","hypothetical protein","1","1","1","1","3425","1","273","","614","614","614","","","","","","","","","","","","","JYGP01_00121",""
"group_3579","","hypothetical protein","1","1","1","1","3459","427","1","","1247","1247","1247","","","","","","","","","","","","","JYGP01_00127",""
"group_3580","","hypothetical protein","1","1","1","1","3449","307","1","","107","107","107","","","","","","","","","","","","","JYGP01_00130",""
"group_3581","","hypothetical protein","1","1","1","1","3448","307","2","","740","740","740","","","","","","","","","","","","","JYGP01_00131",""
"group_3582","","Fluoroquinolones export ATP-binding protein","1","1","1","1","3441","307","3","","824","824","824","","","","","","","","","","","","","JYGP01_00132",""
"group_3583","","hypothetical protein","1","1","1","1","3442","307","5","","698","698","698","","","","","","","","","","","","","JYGP01_00133",""
"group_3584","","hypothetical protein","1","1","1","1","3443","307","4","","641","641","641","","","","","","","","","","","","","JYGP01_00134",""
"group_3585","malR","HTH-type transcriptional regulator MalR","1","1","1","1","561","435","1","","986","986","986","","","","","","","","","","","","","JYGP01_00138",""
"group_3586","malX","Maltose/maltodextrin-binding protein","1","1","1","1","560","103","4","","1271","1271","1271","","","","","","","","","","","","","JYGP01_00142",""
"group_3587","","hypothetical protein","1","1","1","1","559","353","3","","146","146","146","","","","","","","","","","","","","JYGP01_00145",""
"group_3588","","hypothetical protein","1","1","1","1","576","353","2","","206","206","206","","","","","","","","","","","","","JYGP01_00146",""
"group_3589","rlmA","23S rRNA (guanine(745)-N(1))-methyltransferase","1","1","1","1","577","353","1","","848","848","848","","","","","","","","","","","","","JYGP01_00147",""
"group_3590","mtgA","Biosynthetic peptidoglycan transglycosylase","1","1","1","1","557","540","1","","2483","2483","2483","","","","","","","","","","","","","JYGP01_00151",""
"group_3591","yqgN","putative protein YqgN","1","1","1","1","588","305","4","","539","539","539","","","","","","","","","","","","","JYGP01_00155",""
"group_3592","gluP","Rhomboid protease GluP","1","1","1","1","587","305","5","","677","677","677","","","","","","","","","","","","","JYGP01_00156",""
"csn2","","CRISPR-associated protein Csn2","1","1","1","1","586","305","6","","662","662","662","","","","","","","","","","","","","JYGP01_00157",""
"cas2","","CRISPR-associated endoribonuclease Cas2","1","1","1","1","553","305","3","","344","344","344","","","","","","","","","","","","","JYGP01_00158",""
"cas1","","CRISPR-associated endonuclease Cas1","1","1","1","1","554","305","2","","866","866","866","","","","","","","","","","","","","JYGP01_00159",""
"cas9","","CRISPR-associated endonuclease Cas9","1","1","1","1","555","305","1","","4178","4178","4178","","","","","","","","","","","","","JYGP01_00160",""
"group_3597","","hypothetical protein","1","1","1","1","595","463","1","","245","245","245","","","","","","","","","","","","","JYGP01_00163",""
"group_3598","","hypothetical protein","1","1","1","1","550","438","1","","1277","1277","1277","","","","","","","","","","","","","JYGP01_00190",""
"group_3599","yeeO","putative FMN/FAD exporter YeeO","1","1","1","1","1165","297","1","","1280","1280","1280","","","","","","","","","","","","","JYGP01_00192",""
"group_3600","gph_1","Phosphoglycolate phosphatase","1","1","1","1","1166","297","2","","623","623","623","","","","","","","","","","","","","JYGP01_00193",""
"group_3601","","hypothetical protein","1","1","1","1","1167","297","3","","599","599","599","","","","","","","","","","","","","JYGP01_00194",""
"group_3602","","hypothetical protein","1","1","1","1","1168","297","4","","548","548","548","","","","","","","","","","","","","JYGP01_00195",""
"group_3603","","hypothetical protein","1","1","1","1","1169","297","5","","425","425","425","","","","","","","","","","","","","JYGP01_00196",""
"group_3604","","hypothetical protein","1","1","1","1","1170","297","8","","362","362","362","","","","","","","","","","","","","JYGP01_00197",""
"pcp","","Pyrrolidone-carboxylate peptidase","1","1","1","1","1171","297","7","","644","644","644","","","","","","","","","","","","","JYGP01_00198",""
"group_3606","","hypothetical protein","1","1","1","1","1172","297","6","","857","857","857","","","","","","","","","","","","","JYGP01_00199",""
"group_3607","oatA","O-acetyltransferase OatA","1","1","1","1","1188","387","2","","1817","1817","1817","","","","","","","","","","","","","JYGP01_00201",""
"group_3608","agaA_1","N-acetylgalactosamine-6-phosphate deacetylase","1","1","1","1","1189","387","1","","1151","1151","1151","","","","","","","","","","","","","JYGP01_00202",""
"group_3609","","hypothetical protein","1","1","1","1","1192","552","1","","371","371","371","","","","","","","","","","","","","JYGP01_00204",""
"group_3610","gspF","Putative type II secretion system protein F","1","1","1","1","1193","331","1","","872","872","872","","","","","","","","","","","","","JYGP01_00206",""
"group_3611","","hypothetical protein","1","1","1","1","1135","331","2","","326","326","326","","","","","","","","","","","","","JYGP01_00207",""
"group_3612","","hypothetical protein","1","1","1","1","1136","331","3","","428","428","428","","","","","","","","","","","","","JYGP01_00208",""
"group_3613","","hypothetical protein","1","1","1","1","1138","350","3","","461","461","461","","","","","","","","","","","","","JYGP01_00210",""
"group_3614","","hypothetical protein","1","1","1","1","1137","350","2","","413","413","413","","","","","","","","","","","","","JYGP01_00211",""
"group_3615","COQ5_1","2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial","1","1","1","1","1106","350","1","","587","587","587","","","","","","","","","","","","","JYGP01_00212",""
"group_3616","ackA","Acetate kinase","1","1","1","1","1124","517","1","","1220","1220","1220","","","","","","","","","","","","","JYGP01_00214",""
"group_3617","","hypothetical protein","1","1","1","1","1107","415","1","","989","989","989","","","","","","","","","","","","","JYGP01_00217",""
"group_3618","","hypothetical protein","1","1","1","1","1111","415","2","","623","623","623","","","","","","","","","","","","","JYGP01_00218",""
"group_3619","","hypothetical protein","1","1","1","1","1108","462","1","","299","299","299","","","","","","","","","","","","","JYGP01_00220",""
"group_3620","","putative RNA pseudouridine synthase","1","1","1","1","4111","469","1","","875","875","875","","","","","","","","","","","","","JYGP01_00225",""
"group_3621","","hypothetical protein","1","1","1","1","4095","","","","479","479","479","","","","","","","","","","","","","JYGP01_00229",""
"group_3622","","hypothetical protein","1","1","1","1","2764","400","1","","479","479","479","","","","","","","","","","","","","JYGP01_00231",""
"group_3623","","hypothetical protein","1","1","1","1","622","","","","479","479","479","","","","","","","","","","","","","JYGP01_01700",""
"group_3624","birA","Bifunctional ligase/repressor BirA","1","1","1","1","2765","400","2","","935","935","935","","","","","","","","","","","","","JYGP01_00254",""
"group_3625","msmE","Multiple sugar-binding protein","1","1","1","1","2583","347","3","","1250","1250","1250","","","","","","","","","","","","","JYGP01_00257",""
"melD","","Melibiose/raffinose/stachyose import permease protein MelD","1","1","1","1","2582","347","2","","872","872","872","","","","","","","","","","","","","JYGP01_00258",""
"ngcG_1","","Diacetylchitobiose uptake system permease protein NgcG","1","1","1","1","2581","347","1","","833","833","833","","","","","","","","","","","","","JYGP01_00259",""
"group_3628","","hypothetical protein","1","1","1","1","1298","514","1","","443","443","443","","","","","","","","","","","","","JYGP01_00262",""
"group_3629","","hypothetical protein","1","1","1","1","1260","397","2","","572","572","572","","","","","","","","","","","","","JYGP01_00266",""
"group_3630","czcD","Cadmium, cobalt and zinc/H(+)-K(+) antiporter","1","1","1","1","1261","397","1","","890","890","890","","","","","","","","","","","","","JYGP01_00267",""
"group_3631","galT","Galactose-1-phosphate uridylyltransferase","1","1","1","1","1367","545","1","","1481","1481","1481","","","","","","","","","","","","","JYGP01_00270",""
"group_3632","","hypothetical protein","1","1","1","1","1374","161","2","","296","296","296","","","","","","","","","","","","","JYGP01_00273",""
"group_3633","","hypothetical protein","1","1","1","1","1375","161","1","","167","167","167","","","","","","","","","","","","","JYGP01_00274",""
"group_3634","","hypothetical protein","1","1","1","1","1383","539","1","","386","386","386","","","","","","","","","","","","","JYGP01_00277",""
"group_3635","","hypothetical protein","1","1","1","1","1387","446","1","","455","455","455","","","","","","","","","","","","","JYGP01_00279",""
"trpB_1","","Tryptophan synthase beta chain","1","1","1","1","1237","512","1","","1178","1178","1178","","","","","","","","","","","","","JYGP01_00285",""
"group_3637","trpC","Indole-3-glycerol phosphate synthase","1","1","1","1","1230","366","2","","767","767","767","","","","","","","","","","","","","JYGP01_00289",""
"group_3638","trpF","N-(5'-phosphoribosyl)anthranilate isomerase","1","1","1","1","1231","366","1","","599","599","599","","","","","","","","","","","","","JYGP01_00290",""
