"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","ERR133985","ERR181435","ERR229952","ERR234202","H37Rv","NC_019950","SRR1019139","SRR1163294","SRR1173445","SRR1173640","SRR1175079","SRR1180462","SRR671749","SRR998654"
"group_347","","Putative HTH-type transcriptional regulator","1","1","1","1","1","151","1","","2642","2642","2642","ERR133985_01439","","","","","","","","","","","","",""
"group_349","","putative HTH-type transcriptional regulator","1","1","1","1","4585","100","1","","143","143","143","","","","","","","","","","","","","","SRR998654_01477"
"group_353","menE_4","2-succinylbenzoate--CoA ligase","1","1","1","1","4553","408","1","","518","518","518","","","","","","","","","","","","SRR1180462_01512","",""
"zwf2_2","","Glucose-6-phosphate 1-dehydrogenase 2","1","1","1","1","1587","404","1","","506","506","506","","","","","","","","","","","","SRR1180462_01536","",""
"group_357","","putative protein","1","1","1","1","4487","496","1","","191","191","191","","ERR181435_01576","","","","","","","","","","","",""
"yheS","","putative ABC transporter ATP-binding protein YheS","1","1","1","1","4294","187","1","","653","653","653","","","","","H37Rv_01759","","","","","","","","",""
"group_380","","hypothetical protein","1","1","1","1","4224","473","1","","191","191","191","","","","","","","","","","","SRR1175079_01827","","",""
"pknF_2","","Serine/threonine-protein kinase PknF","1","1","1","1","1610","489","1","","566","566","566","","ERR181435_01849","","","","","","","","","","","",""
"group_383","","PPE family protein PPE34","1","1","1","1","1614","269","3","","2150","2150","2150","","","","","","NC_019950_01832","","","","","","","",""
"group_3841","","IS3 family transposase IS987","1","1","1","1","1653","265","2","","326","326","326","","","","","","NC_019950_02401","","","","","","","",""
"group_387","","hypothetical protein","1","1","1","1","1621","273","1","","167","167","167","","","","","","NC_019950_01845","","","","","","","",""
"group_39","","hypothetical protein","1","1","1","1","1662","318","1","","401","401","401","","","","","","NC_019950_02550","","","","","","","",""
"group_395","","hypothetical protein","1","1","1","1","1623","393","1","","959","959","959","","","","","","","","SRR1163294_01970","","","","","",""
"group_397","","PPE family protein PPE34","1","1","1","1","4012","57","3","","1001","1001","1001","","","ERR229952_02033","","","","","","","","","","",""
"group_399","","hypothetical protein","1","1","1","1","3990","440","1","","284","284","284","","","","","","","","","","","","","","SRR998654_02041"
"argP","","HTH-type transcriptional regulator ArgP","1","1","1","1","1629","121","1","","434","434","434","","","","","","","","","","","","","SRR671749_02094",""
"group_409","","Universal stress protein","1","1","1","1","1630","494","1","","254","254","254","","ERR181435_02117","","","","","","","","","","","",""
"mmpL9_2","","putative transport protein MmpL9","1","1","1","1","3522","463","1","","395","395","395","","","ERR229952_02481","","","","","","","","","","",""
"group_419","","hypothetical protein","1","1","1","1","1647","468","1","","110","110","110","","","","","","","","","","","SRR1175079_02304","","",""
"group_421","","hypothetical protein","1","1","1","1","3669","495","1","","143","143","143","","ERR181435_02335","","","","","","","","","","","",""
"lnt_1","","Apolipoprotein N-acyltransferase","1","1","1","1","1651","168","1","","431","431","431","","","","","H37Rv_02388","","","","","","","","",""
"group_43","","Putative HTH-type transcriptional regulator","1","1","1","1","3367","22","4","","995","995","995","","ERR181435_02626","","","","","","","","","","","",""
"group_431","","putative protein","1","1","1","1","1652","445","1","","263","263","263","","","ERR229952_02421","","","","","","","","","","",""
"htpG_2","","Chaperone protein HtpG","1","1","1","1","3573","433","1","","326","326","326","","","","","","","","","","","","","","SRR998654_02421"
"group_437","","hypothetical protein","1","1","1","1","1660","315","1","","125","125","125","","","","","","NC_019950_02509","","","","","","","",""
"group_441","","putative enoyl-CoA hydratase echA14","1","1","1","1","1669","442","2","","275","275","275","","","ERR229952_02632","","","","","","","","","","",""
"group_443","","PE-PGRS family protein PE_PGRS16","1","1","1","1","1673","46","1","","398","398","398","","","","","","","","SRR1163294_02660","","","","","",""
"group_448","","hypothetical protein","1","1","1","1","3225","394","1","","161","161","161","","","","","","","","SRR1163294_02759","","","","","",""
"group_453","","putative membrane protein","1","1","1","1","1681","492","1","","455","455","455","","ERR181435_02872","","","","","","","","","","","",""
"group_457","","putative protein","1","1","1","1","1688","430","1","","236","236","236","","","","ERR234202_02992","","","","","","","","","",""
"group_459","","putative PPE family protein PPE29","1","1","1","1","2913","421","1","","224","224","224","","","","","","","","","","","","","","SRR998654_03034"
"glnD_2","","Bifunctional uridylyltransferase/uridylyl-removing enzyme","1","1","1","1","1690","479","1","","1292","1292","1292","","","","","","","","","","SRR1173640_03057","","","",""
"group_463","","4-hydroxyphenylalkanoate adenylyltransferase","1","1","1","1","2855","477","1","","626","626","626","","","","","","","","","","SRR1173640_03089","","","",""
"group_465","","Putative permease","1","1","1","1","2840","97","3","","611","611","611","","","","","","","","","SRR1173445_03102","","","","",""
"lipR_2","","Putative acetyl-hydrolase LipR","1","1","1","1","2698","486","1","","332","332","332","","ERR181435_03243","","","","","","","","","","","",""
"group_475","","hypothetical protein","1","1","1","1","2600","460","1","","317","317","317","","","ERR229952_03346","","","","","","","","","","",""
"group_478","","hypothetical protein","1","1","1","1","1717","439","1","","203","203","203","","","","","","","","","","","","","","SRR998654_03395"
"group_48","","PPE family protein PPE34","1","1","1","1","2393","13","4","","3491","3491","3491","","","","","","","","","SRR1173445_03519","","","","",""
"group_480","","hypothetical protein","1","1","1","1","1720","279","3","","1088","1088","1088","","","","","","NC_019950_03382","","","","","","","",""
"group_482","","putative phosphomannomutase","1","1","1","1","2447","308","1","","587","587","587","","","","","","NC_019950_03461","","","","","","","",""
"group_484","","PPE family protein PPE34","1","1","1","1","1725","352","1","","1094","1094","1094","","","","","","NC_019950_03502","","","","","","","",""
"group_488","","hypothetical protein","1","1","1","1","1731","373","1","","533","533","533","","","","","","NC_019950_03522","","","","","","","",""
"group_491","","hypothetical protein","1","1","1","1","2369","427","1","","131","131","131","","","","","","","","","","","","","","SRR998654_03545"
"choD_1","","Cholesterol oxidase","1","1","1","1","1734","483","1","","311","311","311","","ERR181435_03594","","","","","","","","","","","",""
"group_510","","Putative conjugal transfer protein","1","1","1","1","2056","171","1","","542","542","542","","","","","","","","","SRR1173445_03836","","","","",""
"group_513","","hypothetical protein","1","1","1","1","1748","420","1","","695","695","695","","","","ERR234202_03914","","","","","","","","","",""
"virS_3","","HTH-type transcriptional regulator VirS","1","1","1","1","1752","267","2","","425","425","425","","","","","","NC_019950_03905","","","","","","","",""
"group_524","","hypothetical protein","1","1","1","1","1936","190","1","","299","299","299","","","","","","","","","","","","","SRR671749_03956",""
"group_527","","hypothetical protein","1","1","1","1","1892","406","1","","719","719","719","","","","","","","","","","","","SRR1180462_04007","",""
"group_53","","hypothetical protein","1","1","1","1","402","20","3","","2699","2699","2699","","","","","","NC_019950_00302","","","","","","","",""
"rsmG_2","","Ribosomal RNA small subunit methyltransferase G","1","1","1","1","1769","184","1","","260","260","260","","","","","","","","","","","","","SRR671749_04120",""
"group_539","","hypothetical protein","1","1","1","1","1588","363","1","","4226","4226","4226","","","","","","NC_019950_01513","","","","","","","",""
"group_54","","hypothetical protein","1","1","1","1","401","20","4","","2510","2510","2510","","","","","","NC_019950_00303","","","","","","","",""
"group_542","","PE-PGRS family protein PE_PGRS33","1","1","1","1","1622","109","1","","329","329","329","","","","","","","","SRR1163294_01919","","","","","",""
"msl3_2","","Mycolipanoate synthase","1","1","1","1","9","234","1","","4748","4748","4748","","","","","H37Rv_01253","","","","","","","","",""
"group_550","","IS110 family transposase ISArsp3","1","1","1","1","506","284","2","","1244","1244","1244","","","","","","NC_019950_00398","","","","","","","",""
"group_551","","IS110 family transposase ISArsp3","1","1","1","1","1648","376","1","","1244","1244","1244","","","","","","NC_019950_02298","","","","","","","",""
"group_552","","hypothetical protein","1","1","1","1","1718","279","1","","545","545","545","","","","","","NC_019950_03384","","","","","","","",""
"group_553","","hypothetical protein","1","1","1","1","1719","279","2","","170","170","170","","","","","","NC_019950_03383","","","","","","","",""
"group_556","","IS21 family transposase IS1415","1","1","1","1","22","276","1","","779","779","779","","","","","","NC_019950_01025","","","","","","","",""
"group_557","","IS21 family transposase IS1415","1","1","1","1","3815","12","5","","779","779","779","","","","","","NC_019950_02183","","","","","","","",""
"group_558","","IS21 family transposase IS1415","1","1","1","1","3808","258","2","","779","779","779","","","","","","NC_019950_02191","","","","","","","",""
"group_559","","IS21 family transposase IS1415","1","1","1","1","3619","268","4","","779","779","779","","","","","","NC_019950_02368","","","","","","","",""
"group_560","","IS21 family transposase IS1415","1","1","1","1","2772","18","5","","779","779","779","","","","","","NC_019950_03142","","","","","","","",""
"group_561","","IS21 family transposase IS1415","1","1","1","1","1751","267","3","","779","779","779","","","","","","NC_019950_03904","","","","","","","",""
"group_562","","IS21 family transposase IS1415","1","1","1","1","4402","259","1","","488","488","488","","","","","","NC_019950_01636","","","","","","","",""
"group_563","","hypothetical protein","1","1","1","1","4401","259","5","","233","233","233","","","","","","NC_019950_01635","","","","","","","",""
"mmpL1_1","","putative transport protein MmpL1","1","1","1","1","533","452","1","","1115","1115","1115","","","ERR229952_00425","","","","","","","","","","",""
"nrdZ_2","","Vitamin B12-dependent ribonucleoside-diphosphate reductase","1","1","1","1","715","346","1","","470","470","470","","","","","","NC_019950_00597","","","","","","","",""
"group_70","","hypothetical protein","1","1","1","1","36","38","1","","2249","2249","2249","","","","","","","","","","","","SRR1180462_00885","",""
"group_72","","IS5 family transposase ISMt1","1","1","1","1","12","302","1","","407","407","407","","","","","","NC_019950_01195","","","","","","","",""
"group_74","","IS5 family transposase ISMt1","1","1","1","1","1641","12","16","","212","212","212","","","","","","NC_019950_02177","","","","","","","",""
"group_75","","hypothetical protein","1","1","1","1","1639","12","1","","173","173","173","","","","","","NC_019950_02179","","","","","","","",""
