"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","AP023349","GPSC10_reference","GPSC11_reference","GPSC13_reference","GPSC14_reference","GPSC15_reference","GPSC16_reference","GPSC17_reference","GPSC18_reference","GPSC19_reference","GPSC1_reference","GPSC21_reference","GPSC22_reference","GPSC23_reference","GPSC25_reference","GPSC26_reference","GPSC27_reference","GPSC2_reference","GPSC30_reference","GPSC31_reference","GPSC32_reference","GPSC33_reference","GPSC34_reference","GPSC37_reference","GPSC3_reference","GPSC40_reference","GPSC43_reference","GPSC47_reference","GPSC4_reference","GPSC5_reference","GPSC6_reference","GPSC7_reference","GPSC8_reference","GPSC9_reference","NC_017592"
"group_3609","","hypothetical protein","1","1","1","1","5789","1","1891","","875","875","875","AP023349_01920","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3610","pcp_2","Pyrrolidone-carboxylate peptidase","1","1","1","1","432","1","1903","","431","431","431","AP023349_01922","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3611","","putative protein","1","1","1","1","382","1","1902","","623","623","623","AP023349_01924","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3612","yeeO","putative FMN/FAD exporter YeeO","1","1","1","1","383","1","1901","","1280","1280","1280","AP023349_01925","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3613","thrC","Threonine synthase","1","1","1","1","384","1","1806","","1484","1484","1484","AP023349_01926","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3614","","hypothetical protein","1","1","1","1","385","1","1807","","1277","1277","1277","AP023349_01927","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3615","","hypothetical protein","1","1","1","1","481","181","1","","245","245","245","AP023349_01953","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3616","yqgN","putative protein YqgN","1","1","1","1","372","185","1","","539","539","539","AP023349_01957","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3617","rlmA","23S rRNA (guanine(745)-N(1))-methyltransferase","1","1","1","1","496","1","2982","","848","848","848","AP023349_01965","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3618","","hypothetical protein","1","1","1","1","495","1","2983","","641","641","641","AP023349_01966","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3619","","hypothetical protein","1","1","1","1","2873","1","2984","","188","188","188","AP023349_01967","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3620","","hypothetical protein","1","1","1","1","501","1","2942","","179","179","179","AP023349_01970","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3621","malX","Maltose/maltodextrin-binding protein","1","1","1","1","503","43","4","","1271","1271","1271","AP023349_01973","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3622","","hypothetical protein","1","1","1","1","370","261","1","","800","800","800","AP023349_01976","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3623","","hypothetical protein","1","1","1","1","517","69","1","","230","230","230","AP023349_01980","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3624","","hypothetical protein","1","1","1","1","525","69","2","","641","641","641","AP023349_01981","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3625","","hypothetical protein","1","1","1","1","526","69","3","","698","698","698","AP023349_01982","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3626","","Fluoroquinolones export ATP-binding protein","1","1","1","1","527","69","4","","824","824","824","AP023349_01983","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3627","","hypothetical protein","1","1","1","1","528","69","5","","758","758","758","AP023349_01984","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3628","","hypothetical protein","1","1","1","1","529","69","6","","197","197","197","AP023349_01985","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3629","","hypothetical protein","1","1","1","1","369","242","1","","194","194","194","AP023349_01987","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_363","","hypothetical protein","1","1","1","1","5693","5","22","","170","170","170","","","","","","","","","","","","","","","","","","","","","","","GPSC34_reference_01781","","","","","","","","","","","",""
"group_3630","","hypothetical protein","1","1","1","1","2014","108","1","","911","911","911","AP023349_01998","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3631","","hypothetical protein","1","1","1","1","2013","108","3","","1064","1064","1064","AP023349_01999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3632","","hypothetical protein","1","1","1","1","1954","108","2","","860","860","860","AP023349_02000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3633","","hypothetical protein","1","1","1","1","1959","76","1","","326","326","326","AP023349_02002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3634","","hypothetical protein","1","1","1","1","1958","76","2","","11501","11501","11501","AP023349_02003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3635","","hypothetical protein","1","1","1","1","1956","76","4","","275","275","275","AP023349_02005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3636","","hypothetical protein","1","1","1","1","1955","76","6","","1388","1388","1388","AP023349_02006","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3637","lacZ","Beta-galactosidase","1","1","1","1","349","76","5","","3788","3788","3788","AP023349_02007","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_364","","putative ABC transporter ATP-binding protein","1","1","1","1","5691","5","3","","353","353","353","","GPSC10_reference_01741","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3641","","hypothetical protein","1","1","1","1","321","1","1670","","626","626","626","AP023349_02038","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3642","","hypothetical protein","1","1","1","1","320","1","1669","","2267","2267","2267","AP023349_02039","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3643","","putative ABC transporter ATP-binding protein","1","1","1","1","319","1","1572","","677","677","677","AP023349_02040","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3644","","hypothetical protein","1","1","1","1","318","1","1573","","776","776","776","AP023349_02041","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3645","","hypothetical protein","1","1","1","1","317","1","1574","","665","665","665","AP023349_02042","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"vraR","","Response regulator protein VraR","1","1","1","1","316","1","1575","","605","605","605","AP023349_02043","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3647","","hypothetical protein","1","1","1","1","315","1","1576","","1307","1307","1307","AP023349_02044","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3648","","hypothetical protein","1","1","1","1","644","1","1578","","698","698","698","AP023349_02046","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3649","","hypothetical protein","1","1","1","1","645","1","1579","","230","230","230","AP023349_02047","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3650","pnuC","Nicotinamide riboside transporter PnuC","1","1","1","1","642","1","1581","","779","779","779","AP023349_02049","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3651","nadR","Trifunctional NAD biosynthesis/regulator protein NadR","1","1","1","1","311","1","1580","","1058","1058","1058","AP023349_02050","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3652","","hypothetical protein","1","1","1","1","662","52","1","","239","239","239","AP023349_02053","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3653","","hypothetical protein","1","1","1","1","661","52","17","","290","290","290","AP023349_02054","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3654","","hypothetical protein","1","1","1","1","665","52","16","","212","212","212","AP023349_02055","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3655","","hypothetical protein","1","1","1","1","666","52","15","","647","647","647","AP023349_02056","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3656","","hypothetical protein","1","1","1","1","667","52","14","","1454","1454","1454","AP023349_02057","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3657","","hypothetical protein","1","1","1","1","668","52","13","","515","515","515","AP023349_02058","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
