"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","ERR144577","ERR161044","ERR181435","ERR212146","ERR234202","H37Rv","NC_019950","SRR1019139","SRR1163294","SRR1172044","SRR1173640","SRR1180462","SRR671749","SRR998654"
"rpmF","","50S ribosomal protein L32","14","14","1","1","1272","","","","173","173","173","ERR144577_01032","ERR161044_01042","ERR181435_01036","ERR212146_01037","ERR234202_01041","H37Rv_01034","NC_019950_01017","SRR1019139_01037","SRR1163294_01033","SRR1172044_01033","SRR1173640_01036","SRR1180462_01038","SRR671749_01031","SRR998654_01032"
"apt","","Adenine phosphoribosyltransferase","14","14","1","1","3057","","","","671","671","671","ERR144577_02719","ERR161044_02735","ERR181435_02729","ERR212146_02726","ERR234202_02724","H37Rv_02724","NC_019950_02713","SRR1019139_02721","SRR1163294_02726","SRR1172044_02716","SRR1173640_02719","SRR1180462_02724","SRR671749_02717","SRR998654_02721"
"rplT","","50S ribosomal protein L20","14","14","1","1","1995","","","","389","389","389","ERR144577_01735","ERR161044_01740","ERR181435_01737","ERR212146_01740","ERR234202_01740","H37Rv_01735","NC_019950_01707","SRR1019139_01735","SRR1163294_01734","SRR1172044_01733","SRR1173640_01739","SRR1180462_01737","SRR671749_01732","SRR998654_01735"
"group_4608","","hypothetical protein","14","14","1","1","3463","","","","197","197","197","ERR144577_04049","ERR161044_04068","ERR181435_04062","ERR212146_04059","ERR234202_04056","H37Rv_04059","NC_019950_04035","SRR1019139_04054","SRR1163294_04059","SRR1172044_04051","SRR1173640_04050","SRR1180462_04058","SRR671749_04053","SRR998654_04059"
"auaH","","Aurachin B dehydrogenase","14","14","1","1","352","","","","1022","1022","1022","ERR144577_00154","ERR161044_00152","ERR181435_00154","ERR212146_00154","ERR234202_00153","H37Rv_00152","NC_019950_00156","SRR1019139_00156","SRR1163294_00154","SRR1172044_00151","SRR1173640_00155","SRR1180462_00154","SRR671749_00151","SRR998654_00153"
"group_461","","putative protein","14","14","1","1","4453","","","","1412","1661","1607","ERR144577_03113","ERR161044_03128","ERR181435_03124","ERR212146_03122","ERR234202_03120","H37Rv_03119","NC_019950_03090","SRR1019139_03117","SRR1163294_03123","SRR1172044_03111","SRR1173640_03114","SRR1180462_03121","SRR671749_03112","SRR998654_03117"
"group_4610","","hypothetical protein","14","14","1","1","4386","","","","548","548","548","ERR144577_03179","ERR161044_03194","ERR181435_03190","ERR212146_03188","ERR234202_03186","H37Rv_03186","NC_019950_03157","SRR1019139_03184","SRR1163294_03190","SRR1172044_03178","SRR1173640_03180","SRR1180462_03188","SRR671749_03179","SRR998654_03183"
"argF","","Ornithine carbamoyltransferase","14","14","1","1","2007","","","","923","923","923","ERR144577_01748","ERR161044_01753","ERR181435_01750","ERR212146_01753","ERR234202_01753","H37Rv_01748","NC_019950_01720","SRR1019139_01748","SRR1163294_01748","SRR1172044_01746","SRR1173640_01752","SRR1180462_01750","SRR671749_01745","SRR998654_01748"
"group_4612","","2-haloacrylate reductase","14","14","1","1","3553","","","","977","977","977","ERR144577_03964","ERR161044_03983","ERR181435_03975","ERR212146_03973","ERR234202_03971","H37Rv_03973","NC_019950_03950","SRR1019139_03969","SRR1163294_03974","SRR1172044_03965","SRR1173640_03965","SRR1180462_03972","SRR671749_03967","SRR998654_03974"
"group_4613","","hypothetical protein","14","14","1","1","3850","","","","191","191","191","ERR144577_03679","ERR161044_03696","ERR181435_03689","ERR212146_03688","ERR234202_03683","H37Rv_03688","NC_019950_03666","SRR1019139_03685","SRR1163294_03690","SRR1172044_03680","SRR1173640_03680","SRR1180462_03687","SRR671749_03680","SRR998654_03686"
"vapB","","Antitoxin VapB30","14","14","1","1","2107","","","","194","194","194","ERR144577_01840","ERR161044_01845","ERR181435_01842","ERR212146_01844","ERR234202_01844","H37Rv_01840","NC_019950_01815","SRR1019139_01841","SRR1163294_01840","SRR1172044_01837","SRR1173640_01844","SRR1180462_01842","SRR671749_01836","SRR998654_01839"
"group_4615","","hypothetical protein","14","14","1","1","1770","","","","353","353","353","ERR144577_01522","ERR161044_01530","ERR181435_01524","ERR212146_01528","ERR234202_01530","H37Rv_01523","NC_019950_01501","SRR1019139_01526","SRR1163294_01521","SRR1172044_01522","SRR1173640_01525","SRR1180462_01526","SRR671749_01520","SRR998654_01523"
"group_4616","","Ribonuclease VapC13","14","14","1","1","2218","","","","395","395","395","ERR144577_01938","ERR161044_01946","ERR181435_01944","ERR212146_01944","ERR234202_01942","H37Rv_01938","NC_019950_01917","SRR1019139_01938","SRR1163294_01940","SRR1172044_01935","SRR1173640_01942","SRR1180462_01940","SRR671749_01935","SRR998654_01938"
"dapD","","2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase","14","14","1","1","1519","","","","986","986","986","ERR144577_01272","ERR161044_01280","ERR181435_01274","ERR212146_01276","ERR234202_01280","H37Rv_01273","NC_019950_01250","SRR1019139_01276","SRR1163294_01271","SRR1172044_01271","SRR1173640_01275","SRR1180462_01276","SRR671749_01269","SRR998654_01270"
"group_4618","","hypothetical protein","14","14","1","1","3744","","","","1193","1193","1193","ERR144577_03782","ERR161044_03799","ERR181435_03793","ERR212146_03790","ERR234202_03788","H37Rv_03790","NC_019950_03768","SRR1019139_03787","SRR1163294_03793","SRR1172044_03782","SRR1173640_03783","SRR1180462_03791","SRR671749_03783","SRR998654_03791"
"group_4619","","hypothetical protein","14","14","1","1","1405","","","","578","578","578","ERR144577_01164","ERR161044_01172","ERR181435_01167","ERR212146_01168","ERR234202_01173","H37Rv_01164","NC_019950_01145","SRR1019139_01168","SRR1163294_01164","SRR1172044_01163","SRR1173640_01167","SRR1180462_01169","SRR671749_01161","SRR998654_01162"
"group_4620","","hypothetical protein","14","14","1","1","4476","","","","806","821","807","ERR144577_03094","ERR161044_03109","ERR181435_03105","ERR212146_03102","ERR234202_03101","H37Rv_03100","NC_019950_03068","SRR1019139_03098","SRR1163294_03104","SRR1172044_03091","SRR1173640_03095","SRR1180462_03101","SRR671749_03093","SRR998654_03098"
"group_4621","","hypothetical protein","14","14","1","1","1060","","","","686","698","686","ERR144577_00826","ERR161044_00835","ERR181435_00828","ERR212146_00832","ERR234202_00834","H37Rv_00830","NC_019950_00811","SRR1019139_00832","SRR1163294_00828","SRR1172044_00828","SRR1173640_00830","SRR1180462_00831","SRR671749_00826","SRR998654_00828"
"group_4622","","NADPH oxidoreductase","14","14","1","1","4161","","","","1142","1142","1142","ERR144577_03395","ERR161044_03411","ERR181435_03405","ERR212146_03404","ERR234202_03401","H37Rv_03402","NC_019950_03374","SRR1019139_03402","SRR1163294_03408","SRR1172044_03394","SRR1173640_03396","SRR1180462_03405","SRR671749_03395","SRR998654_03400"
"napA","","Periplasmic nitrate reductase","14","14","1","1","418","","","","2246","2288","2254","ERR144577_00217","ERR161044_00215","ERR181435_00217","ERR212146_00219","ERR234202_00216","H37Rv_00215","NC_019950_00217","SRR1019139_00218","SRR1163294_00216","SRR1172044_00214","SRR1173640_00218","SRR1180462_00218","SRR671749_00214","SRR998654_00215"
"group_4624","","hypothetical protein","14","14","1","1","4236","","","","602","602","602","ERR144577_03324","ERR161044_03339","ERR181435_03336","ERR212146_03333","ERR234202_03331","H37Rv_03331","NC_019950_03306","SRR1019139_03331","SRR1163294_03337","SRR1172044_03323","SRR1173640_03325","SRR1180462_03334","SRR671749_03324","SRR998654_03328"
"group_4625","","hypothetical protein","14","14","1","1","394","","","","968","968","968","ERR144577_00193","ERR161044_00191","ERR181435_00193","ERR212146_00194","ERR234202_00193","H37Rv_00191","NC_019950_00194","SRR1019139_00196","SRR1163294_00193","SRR1172044_00190","SRR1173640_00194","SRR1180462_00194","SRR671749_00190","SRR998654_00192"
"group_4626","","putative PPE family protein PPE51","14","14","1","1","2165","","","","1094","1115","1098","ERR144577_01887","ERR161044_01893","ERR181435_01893","ERR212146_01893","ERR234202_01891","H37Rv_01887","NC_019950_01870","SRR1019139_01888","SRR1163294_01888","SRR1172044_01884","SRR1173640_01891","SRR1180462_01889","SRR671749_01884","SRR998654_01887"
"group_463","","hypothetical protein","14","14","1","1","4372","","","","284","284","284","ERR144577_03193","ERR161044_03208","ERR181435_03204","ERR212146_03202","ERR234202_03200","H37Rv_03200","NC_019950_03171","SRR1019139_03198","SRR1163294_03204","SRR1172044_03192","SRR1173640_03194","SRR1180462_03202","SRR671749_03193","SRR998654_03197"
"lipR","","Putative acetyl-hydrolase LipR","14","14","1","1","4331","","","","593","926","902","ERR144577_03231","ERR161044_03246","ERR181435_03242","ERR212146_03240","ERR234202_03238","H37Rv_03238","NC_019950_03226","SRR1019139_03237","SRR1163294_03243","SRR1172044_03230","SRR1173640_03232","SRR1180462_03241","SRR671749_03231","SRR998654_03235"
"tgs4","","putative diacyglycerol O-acyltransferase Tgs4","14","14","1","1","4326","","","","1088","1424","1400","ERR144577_03235","ERR161044_03251","ERR181435_03247","ERR212146_03244","ERR234202_03242","H37Rv_03242","NC_019950_03230","SRR1019139_03241","SRR1163294_03247","SRR1172044_03234","SRR1173640_03236","SRR1180462_03245","SRR671749_03235","SRR998654_03239"
"group_467","","putative protein","14","14","1","1","4282","","","","194","329","289","ERR144577_03279","ERR161044_03295","ERR181435_03291","ERR212146_03288","ERR234202_03286","H37Rv_03286","NC_019950_03260","SRR1019139_03285","SRR1163294_03291","SRR1172044_03278","SRR1173640_03280","SRR1180462_03289","SRR671749_03279","SRR998654_03283"
"aofH","","Putative flavin-containing monoamine oxidase AofH","14","14","1","1","4239","","","","755","1364","1277","ERR144577_03321","ERR161044_03336","ERR181435_03333","ERR212146_03330","ERR234202_03328","H37Rv_03328","NC_019950_03303","SRR1019139_03327","SRR1163294_03333","SRR1172044_03320","SRR1173640_03322","SRR1180462_03331","SRR671749_03321","SRR998654_03325"
"menH_1","","putative proteinA","14","14","1","1","4196","","","","209","1025","267","ERR144577_03362","ERR161044_03378","ERR181435_03373","ERR212146_03371","ERR234202_03368","H37Rv_03369","NC_019950_03340","SRR1019139_03369","SRR1163294_03375","SRR1172044_03361","SRR1173640_03363","SRR1180462_03372","SRR671749_03362","SRR998654_03366"
"dhaA_2","","Haloalkane dehalogenase","14","14","1","1","4232","","","","626","956","932","ERR144577_03327","ERR161044_03343","ERR181435_03339","ERR212146_03336","ERR234202_03334","H37Rv_03334","NC_019950_03309","SRR1019139_03334","SRR1163294_03340","SRR1172044_03326","SRR1173640_03328","SRR1180462_03337","SRR671749_03327","SRR998654_03331"
"group_472","","hypothetical protein","14","14","1","1","4167","","","","1241","1424","1410","ERR144577_03390","ERR161044_03406","ERR181435_03400","ERR212146_03399","ERR234202_03396","H37Rv_03397","NC_019950_03369","SRR1019139_03397","SRR1163294_03403","SRR1172044_03389","SRR1173640_03391","SRR1180462_03400","SRR671749_03390","SRR998654_03394"
"yedK","","SOS response-associated protein YedK","14","14","1","1","4166","","","","596","758","746","ERR144577_03391","ERR161044_03407","ERR181435_03401","ERR212146_03400","ERR234202_03397","H37Rv_03398","NC_019950_03370","SRR1019139_03398","SRR1163294_03404","SRR1172044_03390","SRR1173640_03392","SRR1180462_03401","SRR671749_03391","SRR998654_03396"
"mdtD_3","","Putative multidrug resistance protein MdtD","14","14","1","1","4152","","","","2765","3206","3174","ERR144577_03403","ERR161044_03419","ERR181435_03413","ERR212146_03412","ERR234202_03409","H37Rv_03411","NC_019950_03385","SRR1019139_03411","SRR1163294_03417","SRR1172044_03403","SRR1173640_03404","SRR1180462_03414","SRR671749_03404","SRR998654_03408"
"group_477","","hypothetical protein","14","14","1","1","4142","","","","368","635","615","ERR144577_03413","ERR161044_03429","ERR181435_03423","ERR212146_03422","ERR234202_03419","H37Rv_03421","NC_019950_03395","SRR1019139_03421","SRR1163294_03427","SRR1172044_03413","SRR1173640_03414","SRR1180462_03424","SRR671749_03414","SRR998654_03418"
"alkB","","Alkane 1-monooxygenase","14","14","1","1","4138","","","","962","1250","1229","ERR144577_03416","ERR161044_03432","ERR181435_03426","ERR212146_03426","ERR234202_03422","H37Rv_03424","NC_019950_03398","SRR1019139_03424","SRR1163294_03430","SRR1172044_03416","SRR1173640_03417","SRR1180462_03427","SRR671749_03417","SRR998654_03421"
"glmM_1","","putative phosphomannomutase","14","14","1","1","4079","","","","1079","1604","1566","ERR144577_03473","ERR161044_03489","ERR181435_03483","ERR212146_03484","ERR234202_03479","H37Rv_03481","NC_019950_03460","SRR1019139_03481","SRR1163294_03487","SRR1172044_03473","SRR1173640_03474","SRR1180462_03484","SRR671749_03474","SRR998654_03478"
"group_483","","hypothetical protein","14","14","1","1","4037","","","","1229","7571","7118","ERR144577_03512","ERR161044_03528","ERR181435_03522","ERR212146_03523","ERR234202_03518","H37Rv_03520","NC_019950_03501","SRR1019139_03520","SRR1163294_03526","SRR1172044_03512","SRR1173640_03513","SRR1180462_03523","SRR671749_03513","SRR998654_03517"
"group_487","","Metal reductase","14","14","1","1","4012","","","","662","1190","1152","ERR144577_03529","ERR161044_03547","ERR181435_03539","ERR212146_03539","ERR234202_03535","H37Rv_03536","NC_019950_03521","SRR1019139_03537","SRR1163294_03542","SRR1172044_03529","SRR1173640_03530","SRR1180462_03539","SRR671749_03529","SRR998654_03535"
"group_489","","ABC transporter ATP-binding/permease protein","14","14","1","1","4011","","","","167","368","293","ERR144577_03530","ERR161044_03548","ERR181435_03540","ERR212146_03540","ERR234202_03536","H37Rv_03537","NC_019950_03523","SRR1019139_03538","SRR1163294_03543","SRR1172044_03530","SRR1173640_03531","SRR1180462_03540","SRR671749_03530","SRR998654_03536"
"group_490","","hypothetical protein","14","14","1","1","4001","","","","275","410","400","ERR144577_03539","ERR161044_03557","ERR181435_03549","ERR212146_03549","ERR234202_03545","H37Rv_03546","NC_019950_03532","SRR1019139_03547","SRR1163294_03552","SRR1172044_03539","SRR1173640_03540","SRR1180462_03549","SRR671749_03539","SRR998654_03546"
"crt_1","","Crotonyl-CoA hydratase","14","14","1","1","3994","","","","626","875","768","ERR144577_03545","ERR161044_03563","ERR181435_03555","ERR212146_03555","ERR234202_03551","H37Rv_03552","NC_019950_03538","SRR1019139_03553","SRR1163294_03558","SRR1172044_03545","SRR1173640_03546","SRR1180462_03555","SRR671749_03545","SRR998654_03552"
"dxs_2","","1-deoxy-D-xylulose-5-phosphate synthase","14","14","1","1","3987","","","","1610","1838","1744","ERR144577_03551","ERR161044_03568","ERR181435_03560","ERR212146_03561","ERR234202_03556","H37Rv_03558","NC_019950_03543","SRR1019139_03558","SRR1163294_03563","SRR1172044_03551","SRR1173640_03552","SRR1180462_03560","SRR671749_03551","SRR998654_03558"
"choD","","Cholesterol oxidase","14","14","1","1","3953","","","","1424","1736","1713","ERR144577_03584","ERR161044_03601","ERR181435_03595","ERR212146_03594","ERR234202_03589","H37Rv_03592","NC_019950_03570","SRR1019139_03591","SRR1163294_03596","SRR1172044_03584","SRR1173640_03585","SRR1180462_03593","SRR671749_03585","SRR998654_03591"
"group_501","","hypothetical protein","14","14","1","1","3899","","","","1331","1685","1609","ERR144577_03632","ERR161044_03649","ERR181435_03642","ERR212146_03641","ERR234202_03636","H37Rv_03641","NC_019950_03621","SRR1019139_03638","SRR1163294_03643","SRR1172044_03633","SRR1173640_03633","SRR1180462_03640","SRR671749_03633","SRR998654_03638"
"menH","","2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase","14","14","1","1","3880","","","","752","902","791","ERR144577_03649","ERR161044_03666","ERR181435_03659","ERR212146_03658","ERR234202_03653","H37Rv_03658","NC_019950_03638","SRR1019139_03655","SRR1163294_03660","SRR1172044_03650","SRR1173640_03650","SRR1180462_03657","SRR671749_03650","SRR998654_03656"
"lipF","","Carboxylesterase LipF","14","14","1","1","3866","","","","893","983","970","ERR144577_03663","ERR161044_03680","ERR181435_03673","ERR212146_03672","ERR234202_03667","H37Rv_03672","NC_019950_03650","SRR1019139_03669","SRR1163294_03674","SRR1172044_03664","SRR1173640_03664","SRR1180462_03671","SRR671749_03664","SRR998654_03670"
"group_507","","Long-chain-fatty-acid--CoA ligase FadD17","14","14","1","1","3847","","","","854","1556","1464","ERR144577_03682","ERR161044_03699","ERR181435_03693","ERR212146_03691","ERR234202_03686","H37Rv_03691","NC_019950_03669","SRR1019139_03688","SRR1163294_03693","SRR1172044_03683","SRR1173640_03683","SRR1180462_03690","SRR671749_03683","SRR998654_03689"
"group_508","","Steroid C26-monooxygenase","14","14","1","1","3831","","","","617","1196","1071","ERR144577_03696","ERR161044_03713","ERR181435_03706","ERR212146_03704","ERR234202_03701","H37Rv_03704","NC_019950_03682","SRR1019139_03701","SRR1163294_03706","SRR1172044_03696","SRR1173640_03697","SRR1180462_03704","SRR671749_03697","SRR998654_03704"
"group_511","","Putative conjugal transfer protein","14","14","1","1","3686","","","","647","1163","1126","ERR144577_03834","ERR161044_03851","ERR181435_03845","ERR212146_03844","ERR234202_03840","H37Rv_03842","NC_019950_03819","SRR1019139_03840","SRR1163294_03845","SRR1172044_03834","SRR1173640_03835","SRR1180462_03843","SRR671749_03835","SRR998654_03843"
"group_513","","putative cutinase","14","14","1","1","3617","","","","563","701","595","ERR144577_03904","ERR161044_03921","ERR181435_03915","ERR212146_03914","ERR234202_03910","H37Rv_03912","NC_019950_03888","SRR1019139_03910","SRR1163294_03915","SRR1172044_03904","SRR1173640_03905","SRR1180462_03913","SRR671749_03905","SRR998654_03914"
