"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","AP023349","GPSC15_reference","GPSC21_reference","GPSC22_reference","GPSC26_reference","GPSC31_reference","GPSC32_reference","GPSC34_reference","GPSC37_reference","GPSC3_reference","GPSC40_reference","GPSC4_reference","GPSC8_reference","NC_017592"
"group_2879","","hypothetical protein","1","1","1","1","2491","296","1","","194","194","194","AP023349_01987","","","","","","","","","","","","",""
"group_2880","","hypothetical protein","1","1","1","1","3372","100","3","","911","911","911","AP023349_01998","","","","","","","","","","","","",""
"group_2881","","hypothetical protein","1","1","1","1","3220","100","2","","1064","1064","1064","AP023349_01999","","","","","","","","","","","","",""
"group_2882","","hypothetical protein","1","1","1","1","3221","100","1","","860","860","860","AP023349_02000","","","","","","","","","","","","",""
"group_2883","","hypothetical protein","1","1","1","1","3364","67","2","","326","326","326","AP023349_02002","","","","","","","","","","","","",""
"group_2884","","hypothetical protein","1","1","1","1","3635","67","3","","11501","11501","11501","AP023349_02003","","","","","","","","","","","","",""
"group_2885","","hypothetical protein","1","1","1","1","3637","67","5","","275","275","275","AP023349_02005","","","","","","","","","","","","",""
"group_2886","","hypothetical protein","1","1","1","1","3638","67","6","","1388","1388","1388","AP023349_02006","","","","","","","","","","","","",""
"group_2887","lacZ","Beta-galactosidase","1","1","1","1","3639","67","1","","3788","3788","3788","AP023349_02007","","","","","","","","","","","","",""
"group_2890","rhaB","L-Rhamnulokinase","1","1","1","1","2115","169","1","","1403","1403","1403","AP023349_02021","","","","","","","","","","","","",""
"group_2891","","hypothetical protein","1","1","1","1","2458","1","398","","626","626","626","AP023349_02038","","","","","","","","","","","","",""
"group_2892","","hypothetical protein","1","1","1","1","2457","1","399","","2267","2267","2267","AP023349_02039","","","","","","","","","","","","",""
"group_2893","","putative ABC transporter ATP-binding protein","1","1","1","1","2456","1","400","","677","677","677","AP023349_02040","","","","","","","","","","","","",""
"group_2894","","hypothetical protein","1","1","1","1","2455","1","401","","776","776","776","AP023349_02041","","","","","","","","","","","","",""
"group_2895","","hypothetical protein","1","1","1","1","2454","1","402","","665","665","665","AP023349_02042","","","","","","","","","","","","",""
"vraR","","Response regulator protein VraR","1","1","1","1","2453","1","403","","605","605","605","AP023349_02043","","","","","","","","","","","","",""
"group_2897","","hypothetical protein","1","1","1","1","1268","1","404","","1307","1307","1307","AP023349_02044","","","","","","","","","","","","",""
"group_2898","","hypothetical protein","1","1","1","1","1269","1","405","","191","191","191","AP023349_02045","","","","","","","","","","","","",""
"group_2899","","hypothetical protein","1","1","1","1","1270","1","406","","698","698","698","AP023349_02046","","","","","","","","","","","","",""
"group_290","leuB","3-isopropylmalate dehydrogenase","1","1","1","1","119","10","1","","1037","1037","1037","","","","","","","","","GPSC37_reference_01150","","","","",""
"group_2900","","hypothetical protein","1","1","1","1","1271","1","407","","230","230","230","AP023349_02047","","","","","","","","","","","","",""
"group_2901","pnuC","Nicotinamide riboside transporter PnuC","1","1","1","1","1273","1","397","","779","779","779","AP023349_02049","","","","","","","","","","","","",""
"group_2902","nadR","Trifunctional NAD biosynthesis/regulator protein NadR","1","1","1","1","1272","1","396","","1058","1058","1058","AP023349_02050","","","","","","","","","","","","",""
"group_2903","","hypothetical protein","1","1","1","1","4209","37","17","","239","239","239","AP023349_02053","","","","","","","","","","","","",""
"group_2904","","hypothetical protein","1","1","1","1","4208","37","16","","290","290","290","AP023349_02054","","","","","","","","","","","","",""
"group_2905","","hypothetical protein","1","1","1","1","4207","37","15","","212","212","212","AP023349_02055","","","","","","","","","","","","",""
"group_2906","","hypothetical protein","1","1","1","1","4206","37","14","","647","647","647","AP023349_02056","","","","","","","","","","","","",""
"group_2907","","hypothetical protein","1","1","1","1","4205","37","13","","1454","1454","1454","AP023349_02057","","","","","","","","","","","","",""
"group_2908","","hypothetical protein","1","1","1","1","4204","37","12","","515","515","515","AP023349_02058","","","","","","","","","","","","",""
"group_2909","","hypothetical protein","1","1","1","1","3690","37","11","","269","269","269","AP023349_02059","","","","","","","","","","","","",""
"group_2910","","hypothetical protein","1","1","1","1","3691","37","10","","206","206","206","AP023349_02060","","","","","","","","","","","","",""
"group_2911","","hypothetical protein","1","1","1","1","3692","37","9","","200","200","200","AP023349_02061","","","","","","","","","","","","",""
"group_2912","","hypothetical protein","1","1","1","1","3693","37","8","","452","452","452","AP023349_02062","","","","","","","","","","","","",""
"group_2913","","hypothetical protein","1","1","1","1","3694","37","7","","428","428","428","AP023349_02063","","","","","","","","","","","","",""
"group_2914","","hypothetical protein","1","1","1","1","3695","37","6","","359","359","359","AP023349_02064","","","","","","","","","","","","",""
"group_2915","","hypothetical protein","1","1","1","1","3696","37","5","","185","185","185","AP023349_02065","","","","","","","","","","","","",""
"group_2916","","hypothetical protein","1","1","1","1","3697","37","4","","581","581","581","AP023349_02066","","","","","","","","","","","","",""
"group_2917","","hypothetical protein","1","1","1","1","3698","37","3","","269","269","269","AP023349_02067","","","","","","","","","","","","",""
"group_2918","","hypothetical protein","1","1","1","1","3699","37","2","","1439","1439","1439","AP023349_02068","","","","","","","","","","","","",""
"xerC_5","","Tyrosine recombinase XerC","1","1","1","1","3700","37","1","","1166","1166","1166","AP023349_02069","","","","","","","","","","","","",""
"group_2920","","hypothetical protein","1","1","1","1","3701","212","1","","1118","1118","1118","AP023349_02074","","","","","","","","","","","","",""
"group_2921","gdpP","Cyclic-di-AMP phosphodiesterase GdpP","1","1","1","1","3702","291","1","","1973","1973","1973","AP023349_02078","","","","","","","","","","","","",""
"group_2922","","hypothetical protein","1","1","1","1","3703","288","1","","662","662","662","AP023349_02080","","","","","","","","","","","","",""
"group_2923","","hypothetical protein","1","1","1","1","3706","75","5","","470","470","470","AP023349_02093","","","","","","","","","","","","",""
"group_2924","","hypothetical protein","1","1","1","1","3705","75","4","","365","365","365","AP023349_02094","","","","","","","","","","","","",""
"group_2925","","hypothetical protein","1","1","1","1","3707","75","3","","1283","1283","1283","AP023349_02095","","","","","","","","","","","","",""
"group_2926","","hypothetical protein","1","1","1","1","3708","75","2","","824","824","824","AP023349_02096","","","","","","","","","","","","",""
"group_2927","","hypothetical protein","1","1","1","1","3709","75","1","","407","407","407","AP023349_02097","","","","","","","","","","","","",""
"group_2928","","hypothetical protein","1","1","1","1","3711","1","56","","776","776","776","AP023349_02103","","","","","","","","","","","","",""
"group_2929","","hypothetical protein","1","1","1","1","3710","1","57","","1352","1352","1352","AP023349_02104","","","","","","","","","","","","",""
"group_2930","","hypothetical protein","1","1","1","1","3718","24","1","","146","146","146","AP023349_02111","","","","","","","","","","","","",""
"group_2931","rlmH","Ribosomal RNA large subunit methyltransferase H","1","1","1","1","3724","24","7","","479","479","479","AP023349_02114","","","","","","","","","","","","",""
"group_295","","hypothetical protein","1","1","1","1","3355","315","14","","371","371","371","","","","","","","","","","","GPSC40_reference_00127","","",""
"group_2954","","hypothetical protein","1","1","1","1","3178","14","1","","143","143","143","","GPSC15_reference_00147","","","","","","","","","","","",""
"group_2955","","hypothetical protein","1","1","1","1","3177","14","2","","275","275","275","","GPSC15_reference_00148","","","","","","","","","","","",""
"group_2956","","hypothetical protein","1","1","1","1","3166","14","3","","584","584","584","","GPSC15_reference_00149","","","","","","","","","","","",""
"group_2957","","hypothetical protein","1","1","1","1","3167","14","4","","341","341","341","","GPSC15_reference_00150","","","","","","","","","","","",""
"group_2958","","hypothetical protein","1","1","1","1","3168","14","5","","467","467","467","","GPSC15_reference_00151","","","","","","","","","","","",""
"group_296","","hypothetical protein","1","1","1","1","3235","315","12","","890","890","890","","","","","","","","","GPSC37_reference_00117","","","","",""
"group_2960","","hypothetical protein","1","1","1","1","454","1","28","","2495","2495","2495","","GPSC15_reference_00169","","","","","","","","","","","",""
"group_2972","","hypothetical protein","1","1","1","1","764","1","1639","","224","224","224","","GPSC15_reference_00300","","","","","","","","","","","",""
"group_30","","ISL3 family transposase IS1167","1","1","1","1","3082","8","7","","518","518","518","","","","","","","","","","","","","GPSC8_reference_01853",""
"group_300","","hypothetical protein","1","1","1","1","2463","18","1","","281","281","281","","","","","GPSC26_reference_02134","","","","","","","","",""
"group_3002","","hypothetical protein","1","1","1","1","1403","318","6","","902","902","902","","GPSC15_reference_00373","","","","","","","","","","","",""
"group_3019","","hypothetical protein","1","1","1","1","1234","1","395","","161","161","161","","GPSC15_reference_00494","","","","","","","","","","","",""
"group_303","","hypothetical protein","1","1","1","1","3076","320","11","","299","299","299","","","","","","","","","","","","GPSC4_reference_01370","",""
"group_3032","","hypothetical protein","1","1","1","1","1192","388","7","","236","236","236","","GPSC15_reference_00574","","","","","","","","","","","",""
"group_305","","hypothetical protein","1","1","1","1","559","6","6","","602","602","602","","","","","","","","GPSC34_reference_00289","","","","","",""
"group_307","","hypothetical protein","1","1","1","1","553","6","4","","602","602","602","","","","","","","","","","","","","GPSC8_reference_00290",""
"group_3077","","hypothetical protein","1","1","1","1","4640","330","3","","224","224","224","","GPSC15_reference_00884","","","","","","","","","","","",""
"group_308","","hypothetical protein","1","1","1","1","557","6","1","","602","602","602","","","","","GPSC26_reference_00234","","","","","","","","",""
"group_3099","","hypothetical protein","1","1","1","1","3578","475","1","","158","158","158","","GPSC15_reference_01007","","","","","","","","","","","",""
"group_310","","hypothetical protein","1","1","1","1","117","10","17","","179","179","179","","GPSC15_reference_01128","","","","","","","","","","","",""
"group_3113","mshD_2","Mycothiol acetyltransferase","1","1","1","1","4396","1","1122","","488","488","488","","GPSC15_reference_01105","","","","","","","","","","","",""
"leuA_3","","2-isopropylmalate synthase","1","1","1","1","122","10","4","","200","200","200","","GPSC15_reference_01130","","","","","","","","","","","",""
"group_3121","","hypothetical protein","1","1","1","1","229","1","1457","","389","389","389","","GPSC15_reference_01184","","","","","","","","","","","",""
